# Constructed from biom file																																																																																																														
#OTU ID	C4_359	C4_195	C4_288	C2_308	C2_353	C2_498	C2_306	C1_210	C3_341	C2_323	C2_311	C2_356	C2_298	C2_289	C4_329	C2_326	C4_201	C2_295	C2_317	C2_497	C4_213	C2_304	C2_499	C1_291	C2_184	C4_285	C4_230	C2_219	C2_292	C2_204	C4_207	C2_314	C2_350	C2_176	C4_338	C2_344	C1_505	C3_175	C1_198	C2_225	C4_187	C4_222	C3_335	C4_216	C2_347	C2_301	C4_192	C1_181	C2_282	C4_332	C4_178	C2_320	T4_379	T3_373	T4_367	T2_388	T3_382	T4_370	T3_376	T4_364	T2_385	T4_400	T4_403	T4_391	T4_361	T1_397	T3_394	T4_406	T2_409	PA3_421	PA4_427	PA4_424	PA4_480	PA4_432	PA4_255	PA2_444	PA2_261	PA2_474	PA2_249	PA2_246	PA4_471	PA2_258	PA4_435	PA2_465	PA2_447	PA3_438	PA1_264	PA1_450	PA1_468	PA4_243	PA4_462	PA4_453	PA2_459	PA4_240	PA2_441	PA1_477	PA1_252	PA4_456	PR4_150	PR1_153	PR1_123	PR3_147	PR4_144	PR4_132	PR2_135	PR4_138	PR4_126	PR2_129	PR3_141	taxonomy
83514	0	0	2	1	0	0	3	0	1	2	9	15	0	6	0	5	0	2	4	0	0	2	7	0	1	0	0	0	4	0	1	5	5	9	0	2	0	4	0	1	0	6	2	0	0	0	1	1	0	0	0	3	0	3	0	0	2	0	3	2	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
153548	0	0	0	5	0	0	5	6	6	6	9	6	3	2	3	4	2	3	5	0	0	2	1	0	0	0	0	2	7	2	3	5	0	7	3	1	0	4	0	2	1	2	2	1	4	4	0	0	0	0	0	0	1	3	0	2	0	2	2	2	3	0	0	2	0	1	1	0	1	0	0	0	0	2	0	0	2	1	4	2	0	3	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
106166	1	0	2	3	3	0	0	6	6	5	7	4	5	0	10	4	1	4	0	1	7	2	10	6	13	5	1	2	16	0	7	11	10	5	1	9	0	9	1	11	7	2	0	7	3	8	1	8	16	2	5	2	0	0	3	2	5	1	10	8	26	2	0	5	0	8	4	6	14	13	4	6	0	1	0	9	1	3	11	11	0	3	5	5	0	2	0	2	3	1	4	1	5	2	2	0	2	0	12	5	18	2	0	9	0	0	0	1	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
79234	0	0	1	1	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	1	3	0	0	0	2	0	1	0	0	0	6	3	5	0	0	0	3	0	1	3	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	1	0	0	0	1	10	0	0	0	0	0	1	0	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
370431	2	3	6	0	0	0	0	1	0	0	5	0	1	1	3	1	1	1	0	0	3	4	0	6	0	1	0	1	1	4	0	2	5	2	1	5	0	2	0	3	25	4	0	12	1	3	12	2	6	0	0	0	2	0	0	1	0	4	20	10	2	1	0	2	4	2	3	6	4	6	1	11	0	1	1	3	0	0	2	7	0	0	0	3	0	1	0	2	2	0	0	5	7	0	0	0	0	0	4	1	7	5	0	2	0	1	1	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomycesodontolyticus
400183	0	1	0	2	1	0	1	37	3	2	0	1	1	0	1	0	0	1	2	0	1	2	0	3	2	0	0	3	0	0	2	0	0	0	6	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	2	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Bogoriellaceae; g__Georgenia; s__
22581	2	2	0	0	1	2	3	0	1	5	1	2	0	2	0	1	0	1	0	0	1	6	2	0	1	0	0	1	12	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	2	0	0	0	0	0	1	1	1	1	0	0	2	3	0	0	0	0	0	0	0	1	1	0	21	1	9	17	5	23	0	3	2	11	1	11	2	1	2	7	0	15	10	6	0	2	13	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium; s__
441454	0	3	0	1	1	4	0	1	1	2	4	2	1	1	1	2	2	4	3	0	1	3	1	1	3	3	0	16	1	0	3	1	1	0	1	0	1	1	0	1	0	0	0	4	1	0	1	0	0	2	1	0	2	0	0	13	4	1	0	0	3	2	0	1	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	1	2	0	0	0	2	0	2	0	2	3	3	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium; s__
100122	5	72	13	26	125	38	43	36	12	71	41	33	121	98	73	63	48	78	27	9	37	42	10	70	20	68	7	26	39	77	26	52	29	16	17	14	15	10	12	18	107	8	40	17	15	10	14	11	1	79	19	20	25	10	80	62	31	11	18	78	33	33	7	14	5	9	5	18	12	5	13	48	0	9	16	13	83	78	90	136	19	44	86	65	71	63	323	73	20	47	43	43	22	92	52	11	148	6	1	0	0	2	1	0	1	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium; s__
114941	0	0	1	0	0	0	0	0	1	1	2	1	13	3	5	1	0	0	1	0	2	0	0	3	1	2	0	2	0	1	1	1	1	1	1	2	0	0	1	1	3	0	1	1	1	1	1	2	0	3	0	1	0	0	4	0	1	1	0	4	2	2	0	0	0	0	0	0	0	0	2	1	0	0	0	1	4	1	6	14	0	2	1	2	7	4	10	0	0	6	0	1	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium; s__
532097	0	0	0	1	2	0	1	6	5	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__; s__
320879	1	5	0	0	3	1	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	2	0	1	0	1	1	1	1	2	0	2	0	1	0	1	1	0	0	1	0	0	0	1	0	4	1	0	1	1	0	1	3	7	0	0	0	5	1	0	1	3	5	0	2	2	1	6	9	6	18	0	1	1	3	0	4	0	0	1	0	8	1	2	12	2	6	8	1	2	5	3	2	5	6	0	2	0	20	4	6	5	8	1	2	0	0	58	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__; s__
211156	0	0	0	0	1	0	0	1	1	1	0	0	1	2	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	3	1	0	0	1	2	0	0	0	3	0	0	3	3	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	2	3	9	3	2	1	1	0	0	0	0	0	0	0	0	0	3	2	1	0	3	0	3	3	0	0	2	4	8	2	4	0	1	0	7	1	2	4	1	2	0	2	0	8	0	0	0	0	0	2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
137637	0	65	88	2	0	9	0	3	1	1	1	2	27	8	0	7	408	4	0	6	12	2	0	18	2	27	4	13	1	1	36	1	1	0	6	7	2	5	56	47	455	2	3	43	1	1	63	2	0	2	1	1	1	25	0	2	0	0	3	0	4	0	15	3	0	8	0	1	0	0	0	0	0	0	0	1	0	4	0	10	0	1	1	0	0	0	0	0	2	4	1	2	3	0	0	1	14	2	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
410908	1248	35	0	8	22	131	17	1	3	8	7	3	3	1	12	16	8	17	7	17	4	15	169	1	0	0	5	0	5	4	89	5	10	1	6	4	41	0	11	4	11	3	5	43	8	4	1	4	0	8	2	5	17	12	113	13	1	38	13	6	2	38	103	162	3	99	21	102	129	207	310	267	7	20	0	46	1	60	1	1	94	0	199	34	117	259	3	74	217	2	156	242	207	1	206	280	2	229	0	77	2	7	18	0	0	0	0	0	8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
503327	0	4	0	0	4	0	0	0	3	0	8	5	4	1	39	1	6	1	5	0	0	3	0	0	4	1	1	7	6	2	0	2	1	0	6	0	4	3	2	5	1	0	6	4	1	1	0	1	0	1	2	0	0	2	7	11	3	4	4	4	8	29	1	4	0	4	0	5	0	0	2	1	0	3	4	2	9	2	2	7	6	1	10	3	3	6	8	9	4	7	9	4	10	10	5	17	2	0	0	2	3	12	2	2	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
261774	4	58	8	3	33	2	9	69	3	6	9	3	2	4	4	8	84	10	1	1	106	12	14	16	27	5	3	25	8	11	9	5	15	10	21	4	16	8	15	7	27	7	1	5	61	3	2	15	0	3	14	4	2	6	10	9	9	26	6	3	30	0	2	13	2	27	1	2	5	0	2	1	0	5	2	1	4	1	8	14	0	2	7	0	3	7	1	5	1	23	13	7	6	20	9	5	40	2	0	0	25	20	7	1	0	0	0	4	2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
544910	0	20	2	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	19	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	1	3	1	0	0	5	0	0	1	0	0	1	7	0	0	0	4	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	3	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
81096	0	1	8	6	1	0	13	0	0	8	2	0	1	1	2	1	0	3	1	0	0	15	0	42	0	55	0	0	5	1	0	6	0	0	17	13	4	3	0	0	2	0	11	0	0	5	2	0	0	4	0	1	1	78	2	2	1	5	4	7	78	27	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	1	0	1	2	2	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
13459	0	0	1	0	1	0	2	4	6	2	1	2	11	0	4	0	1	5	2	1	0	1	0	2	0	2	1	7	1	0	2	2	0	0	7	4	1	2	1	2	0	0	9	8	3	0	1	0	0	8	0	0	2	0	0	12	6	0	2	0	25	1	0	3	0	0	1	0	1	0	0	1	0	0	54	0	1	0	1	1	0	0	2	2	6	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
13453	0	52	12	1	0	0	0	7	0	0	0	1	2	1	1	0	1	0	0	0	1	0	0	4	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	5	0	0	0	0	1	5	1	0	2	1	0	3	97	11	1	2	183	0	1	3	2	0	0	0	1	1	0	3	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	2	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
82696	823	1	1	6	6	3	1	2	2	13	7	3	12	1	4	5	3	6	0	2	4	32	11	5	5	1	23	19	2	17	123	6	13	9	11	3	7	6	14	5	3	14	5	3	43	9	1	10	0	7	11	5	2	10	6	3	1	4	8	1	6	4	1	58	2	17	8	16	19	9	6	0	1	32	0	0	6	8	2	4	1	2	5	7	3	68	0	4	5	3	4	8	6	0	4	10	0	1	1	2	7	0	20	0	1	1	2	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
69384	0	49	5	11	20	8	8	5	44	10	12	11	20	38	17	6	10	26	1	2	18	11	1	7	8	30	3	11	23	18	10	15	3	3	13	6	11	4	11	12	9	0	9	6	10	4	4	4	0	3	9	9	21	212	10	26	13	60	19	4	40	13	5	10	4	59	2	5	7	0	4	3	0	4	1	1	6	12	12	12	13	10	25	22	9	13	5	7	17	8	9	10	11	3	9	11	12	7	0	0	9	0	0	0	0	0	1	0	4	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacteriumargentoratense
58295	0	0	0	0	1	0	5	1	6	4	5	3	0	1	1	3	0	4	1	0	1	7	7	1	2	0	1	1	3	1	3	3	5	0	0	0	0	3	2	4	2	4	5	6	9	9	1	4	23	1	2	1	0	1	0	2	2	0	1	0	2	1	0	11	0	12	0	2	3	0	10	2	0	0	0	7	1	0	5	4	0	0	0	0	0	2	2	0	1	0	0	1	2	1	1	2	0	0	1	2	30	14	0	4	0	0	1	3	5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacteriumdurum
470188	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	4	0	0	2	1	3	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	7	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacteriumefficiens
470213	1	3	0	1	6	1	1	5	4	3	17	3	1	2	9	3	0	4	2	1	8	8	2	0	3	0	0	3	5	1	11	6	9	2	3	7	3	7	10	7	4	3	3	31	11	6	5	1	69	4	4	7	1	0	0	1	1	0	0	2	4	1	0	7	0	18	6	9	8	0	50	3	0	2	0	1	3	0	3	21	3	0	6	6	1	0	2	1	3	0	1	0	1	0	1	0	0	0	11	1	17	2	1	0	0	0	2	1	2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacteriummatruchotii
470219	98	87	27	6	59	5	3	9	4	16	6	7	7	2	3	7	32	11	0	1	19	3	3	49	4	22	4	3	9	8	29	4	5	4	17	7	39	1	6	1	50	18	40	67	16	0	11	1	0	5	0	3	12	17	29	8	15	72	6	13	125	13	9	37	7	16	0	0	6	0	8	61	0	5	1	0	3	1	10	4	11	8	14	5	8	18	14	11	29	11	43	18	15	4	7	41	27	3	1	22	43	64	47	6	2	0	0	7	10	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacteriumtuberculostearicum
113648	0	1	1	1	2	1	0	1	5	3	4	1	5	1	5	2	1	0	1	1	1	3	1	1	0	0	0	4	1	1	2	1	4	0	6	2	1	0	0	3	2	0	2	0	2	0	1	1	0	4	0	1	1	0	0	7	4	0	2	2	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	5	5	1	0	0	2	1	0	0	1	0	2	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__; s__
274278	0	0	2	1	6	0	1	2	13	8	0	13	13	3	3	6	0	5	1	0	2	3	0	0	3	2	2	3	2	2	2	1	7	1	1	0	0	0	0	13	6	1	12	1	14	7	0	0	0	7	2	0	0	0	3	0	1	12	0	2	1	0	0	8	0	1	0	31	0	0	0	0	0	0	0	0	1	11	0	1	0	1	0	5	0	0	1	1	0	9	0	8	2	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__; s__
565692	0	0	4	3	0	2	1	0	1	2	0	1	3	1	0	0	0	1	0	1	0	0	0	3	0	0	0	0	1	1	4	0	0	0	2	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium; s__
512791	0	3	2	1	5	1	6	0	6	6	3	4	14	1	3	1	2	4	0	0	4	1	0	1	3	4	0	7	3	9	8	2	7	4	6	2	6	0	0	1	3	1	3	3	1	3	1	0	0	5	2	0	3	1	3	10	10	0	3	2	6	4	0	3	1	2	0	1	0	0	1	0	0	0	1	0	6	4	14	7	4	0	1	9	3	5	5	1	2	3	1	4	1	3	3	0	7	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium; s__
